,target_Z,target_A,phase,energy,stopping_power,percentage_error,publication_year
1311,13,26.9815,1,2800.0,3.8767,0.5,1977
1312,13,26.9815,1,3000.0,3.6908,0.5,1977
1313,13,26.9815,1,3200.0,3.5241,0.5,1977
1314,13,26.9815,1,3400.0,3.3732,0.5,1977
1315,13,26.9815,1,3600.0,3.237,0.5,1977
1316,13,26.9815,1,3800.0,3.1116,0.5,1977
1317,13,26.9815,1,4000.0,2.9987,0.5,1977
1318,13,26.9815,1,4200.0,2.8943,0.5,1977
1319,13,26.9815,1,4400.0,2.798,0.5,1977
1320,13,26.9815,1,4600.0,2.7089,0.5,1977
1321,13,26.9815,1,4800.0,2.6255,0.5,1977
1322,13,26.9815,1,5000.0,2.548,0.5,1977
1323,13,26.9815,1,5200.0,2.4755,0.5,1977
1324,13,26.9815,1,5400.0,2.4074,0.5,1977
1325,13,26.9815,1,5600.0,2.3433,0.5,1977
1326,13,26.9815,1,5800.0,2.2833,0.5,1977
1327,13,26.9815,1,6000.0,2.2264,0.5,1977
1328,13,26.9815,1,6200.0,2.1726,0.5,1977
1329,13,26.9815,1,6400.0,2.122,0.5,1977
1330,13,26.9815,1,0.355,2.8012,10.0,1969
1331,13,26.9815,1,0.906,5.5991,10.0,1969
1332,13,26.9815,1,3.183,9.4376,10.0,1969
1333,13,26.9815,1,5.34,11.803,10.0,1969
1334,13,26.9815,1,9.017,16.232,10.0,1969
1335,13,26.9815,1,13.097,18.87,10.0,1969
1336,13,26.9815,1,14.958,18.618,10.0,1969
1337,13,26.9815,1,17.058,20.619,10.0,1969
1338,13,26.9815,1,21.013,21.098,10.0,1969
1339,13,26.9815,1,24.831,22.912,10.0,1969
1340,13,26.9815,1,3.001,6.6603,7.0,1936
1341,13,26.9815,1,3.224,7.5874,7.0,1936
1342,13,26.9815,1,4.435,9.4295,7.0,1936
1343,13,26.9815,1,6.983,11.738,7.0,1936
1344,13,26.9815,1,10.362,13.656,7.0,1936
1345,13,26.9815,1,16.602,16.109,7.0,1936
1346,13,26.9815,1,25.246,18.789,7.0,1936
1347,13,26.9815,1,38.755,21.106,7.0,1936
1348,13,26.9815,1,55.841,23.171,7.0,1936
1349,13,26.9815,1,200.0,17.5,5.0,1956
1350,13,26.9815,1,300.0,14.7,5.0,1956
1351,13,26.9815,1,400.0,12.5,5.0,1956
1352,13,26.9815,1,500.0,11.5,5.0,1956
1353,13,26.9815,1,600.0,10.8,5.0,1956
1354,13,26.9815,1,121.41,18.633,4.0,1980
1355,13,26.9815,1,127.75,17.979,4.0,1980
1356,13,26.9815,1,165.49,16.796,4.0,1980
1357,13,26.9815,1,184.26,16.155,4.0,1980
1358,13,26.9815,1,205.72,15.733,4.0,1980
1359,13,26.9815,1,218.47,15.403,4.0,1980
1360,13,26.9815,1,240.36,14.925,4.0,1980
1361,13,26.9815,1,290.82,13.785,4.0,1980
1362,13,26.9815,1,316.85,13.33,4.0,1980
1363,13,26.9815,1,331.92,13.522,4.0,1980
1364,13,26.9815,1,342.45,12.922,4.0,1980
1365,13,26.9815,1,374.05,12.543,4.0,1980
1366,13,26.9815,1,391.99,12.095,4.0,1980
1367,13,26.9815,1,417.03,11.924,4.0,1980
1368,13,26.9815,1,430.47,11.619,4.0,1980
1369,13,26.9815,1,445.62,11.527,4.0,1980
1370,13,26.9815,1,118.67,18.423,4.0,1981
1371,13,26.9815,1,125.67,18.572,4.0,1981
1372,13,26.9815,1,161.36,16.738,4.0,1981
1373,13,26.9815,1,180.25,16.259,4.0,1981
1374,13,26.9815,1,203.89,15.776,4.0,1981
1375,13,26.9815,1,215.3,15.314,4.0,1981
1376,13,26.9815,1,231.75,15.422,4.0,1981
1377,13,26.9815,1,263.84,14.857,4.0,1981
1378,13,26.9815,1,284.83,13.857,4.0,1981
1379,13,26.9815,1,308.33,13.554,4.0,1981
1380,13,26.9815,1,320.22,13.38,4.0,1981
1381,13,26.9815,1,330.07,13.207,4.0,1981
1382,13,26.9815,1,363.33,12.656,4.0,1981
1383,13,26.9815,1,378.87,12.298,4.0,1981
1384,13,26.9815,1,408.45,12.235,4.0,1981
1385,13,26.9815,1,425.98,11.832,4.0,1981
1386,13,26.9815,1,435.15,11.806,4.0,1981
1387,13,26.9815,1,55000.0,0.399,0.25,1992
1388,13,26.9815,1,65000.0,0.351,0.25,1992
1389,13,26.9815,1,73000.0,0.322,0.25,1992
1390,13,26.9815,1,12.917,15.73,5.0,1992
1391,13,26.9815,1,14.055,16.31,5.0,1992
1392,13,26.9815,1,15.294,16.89,5.0,1992
1393,13,26.9815,1,16.643,17.46,5.0,1992
1394,13,26.9815,1,18.11,18.01,5.0,1992
1395,13,26.9815,1,19.706,18.55,5.0,1992
1396,13,26.9815,1,21.443,19.06,5.0,1992
1397,13,26.9815,1,23.333,19.54,5.0,1992
1398,13,26.9815,1,25.39,19.99,5.0,1992
1399,13,26.9815,1,27.629,20.39,5.0,1992
1400,13,26.9815,1,30.064,20.75,5.0,1992
1401,13,26.9815,1,32.714,21.06,5.0,1992
1402,13,26.9815,1,35.598,21.32,5.0,1992
1403,13,26.9815,1,38.736,21.51,5.0,1992
1404,13,26.9815,1,42.151,21.65,5.0,1992
1405,13,26.9815,1,45.867,21.73,5.0,1992
1406,13,26.9815,1,49.91,21.75,5.0,1992
1407,13,26.9815,1,54.309,21.7,5.0,1992
1408,13,26.9815,1,59.097,21.6,5.0,1992
1409,13,26.9815,1,64.306,21.44,5.0,1992
1410,13,26.9815,1,69.975,21.23,5.0,1992
1411,13,26.9815,1,76.143,20.97,5.0,1992
1412,13,26.9815,1,82.856,20.66,5.0,1992
1413,13,26.9815,1,90.159,20.31,5.0,1992
1414,13,26.9815,1,98.107,19.93,5.0,1992
1415,13,26.9815,1,106.76,19.52,5.0,1992
1416,13,26.9815,1,116.17,19.09,5.0,1992
1417,13,26.9815,1,126.41,18.63,5.0,1992
1418,13,26.9815,1,137.55,18.16,5.0,1992
1419,13,26.9815,1,149.67,17.68,5.0,1992
1420,13,26.9815,1,162.87,17.19,5.0,1992
1421,13,26.9815,1,177.23,16.69,5.0,1992
1422,13,26.9815,1,192.85,16.2,5.0,1992
1423,13,26.9815,1,209.85,15.71,5.0,1992
1424,13,26.9815,1,228.35,15.22,5.0,1992
1425,13,26.9815,1,248.48,14.74,5.0,1992
1426,13,26.9815,1,270.38,14.27,5.0,1992
1427,13,26.9815,1,294.21,13.81,5.0,1992
1428,13,26.9815,1,320.15,13.36,5.0,1992
1429,13,26.9815,1,348.37,12.92,5.0,1992
1430,13,26.9815,1,3.041,6.9486,8.0,1962
1431,13,26.9815,1,4.804,8.9456,8.0,1962
1432,13,26.9815,1,6.903,12.23,8.0,1962
1433,13,26.9815,1,10.324,13.869,8.0,1962
1434,13,26.9815,1,16.227,15.841,8.0,1962
1435,13,26.9815,1,7000.0,1.954,0.3,1974
1436,13,26.9815,1,6500.0,2.0978,0.3,1979
1437,13,26.9815,1,3000.0,3.7033,0.4,1988
1438,13,26.9815,1,3500.0,3.297,0.4,1988
1439,13,26.9815,1,4000.0,2.9942,0.4,1988
1440,13,26.9815,1,4500.0,2.764,0.4,1988
1441,13,26.9815,1,5000.0,2.5637,0.4,1988
1442,13,26.9815,1,5500.0,2.3729,0.4,1988
1443,13,26.9815,1,6000.0,2.2215,0.4,1988
1444,13,26.9815,1,6500.0,2.0956,0.4,1988
1445,13,26.9815,1,7000.0,1.9858,0.4,1988
1446,13,26.9815,1,7500.0,1.8703,0.4,1988
1447,13,26.9815,1,8000.0,1.7937,0.4,1988
1448,13,26.9815,1,8500.0,1.7139,0.4,1988
1449,13,26.9815,1,9000.0,1.6449,0.4,1988
1450,13,26.9815,1,70.603,19.876,10.0,1971
1451,13,26.9815,1,74.235,18.947,10.0,1971
1452,13,26.9815,1,76.138,20.846,10.0,1971
1453,13,26.9815,1,78.179,21.274,10.0,1971
1454,13,26.9815,1,78.415,20.161,10.0,1971
1455,13,26.9815,1,79.793,22.123,10.0,1971
1456,13,26.9815,1,81.626,23.07,10.0,1971
1457,13,26.9815,1,82.56,21.77,10.0,1971
1458,13,26.9815,1,84.222,21.078,10.0,1971
1459,13,26.9815,1,86.544,19.227,10.0,1971
1460,13,26.9815,1,87.182,20.646,10.0,1971
1461,13,26.9815,1,91.15,17.771,10.0,1971
1462,13,26.9815,1,91.654,17.729,10.0,1971
1463,13,26.9815,1,50.0,18.904,3.0,1953
1464,13,26.9815,1,75.0,19.666,3.0,1953
1465,13,26.9815,1,100.0,18.635,3.0,1953
1466,13,26.9815,1,150.0,16.396,3.0,1953
1467,13,26.9815,1,200.0,14.94,3.0,1953
1468,13,26.9815,1,250.0,14.089,3.0,1953
1469,13,26.9815,1,300.0,13.305,3.0,1953
1470,13,26.9815,1,350.0,12.677,3.0,1953
1471,13,26.9815,1,400.0,12.14,3.0,1953
1472,13,26.9815,1,450.0,11.647,3.0,1953
1473,13,26.9815,1,500.0,11.199,3.0,1953
1474,13,26.9815,1,550.0,10.796,3.0,1953
1475,13,26.9815,1,600.0,10.438,3.0,1953
1476,13,26.9815,1,650.0,10.012,3.0,1953
1477,13,26.9815,1,700.0,9.7209,3.0,1953
1478,13,26.9815,1,750.0,9.4073,3.0,1953
1479,13,26.9815,1,800.0,9.0713,3.0,1953
1480,13,26.9815,1,850.0,8.7801,3.0,1953
1481,13,26.9815,1,900.0,8.489,3.0,1953
1482,13,26.9815,1,950.0,8.1978,3.0,1953
1483,13,26.9815,1,1000.0,7.929,3.0,1953
1484,13,26.9815,1,1050.0,7.6602,3.0,1953
1485,13,26.9815,1,1100.0,7.4586,3.0,1953
1486,13,26.9815,1,1150.0,7.2571,3.0,1953
1487,13,26.9815,1,1200.0,7.0555,3.0,1953
1488,13,26.9815,1,1250.0,6.8987,3.0,1953
1489,13,26.9815,1,1300.0,6.7419,3.0,1953
1490,13,26.9815,1,1350.0,6.5627,3.0,1953
1491,13,26.9815,1,632.0,11.45,2.6,1983
1492,13,26.9815,1,774.0,8.7,2.6,1983
1493,13,26.9815,1,936.0,8.75,2.6,1983
1494,13,26.9815,1,992.0,7.75,2.6,1983
1495,13,26.9815,1,26.493,23.327,5.0,1983
1496,13,26.9815,1,53.628,24.362,5.0,1983
1497,13,26.9815,1,61.481,25.178,5.0,1983
1498,13,26.9815,1,72.549,25.24,5.0,1983
1499,13,26.9815,1,82.111,24.67,5.0,1983
1500,13,26.9815,1,91.993,24.321,5.0,1983
1501,13,26.9815,1,101.88,23.825,5.0,1983
1502,13,26.9815,1,112.08,23.736,5.0,1983
1503,13,26.9815,1,122.08,23.168,5.0,1983
1504,13,26.9815,1,141.18,22.54,5.0,1983
1505,13,26.9815,1,162.36,22.071,5.0,1983
1506,13,26.9815,1,182.33,21.523,5.0,1983
1507,13,26.9815,1,202.35,20.092,5.0,1983
1508,13,26.9815,1,222.78,19.178,5.0,1983
1509,13,26.9815,1,242.09,18.809,5.0,1983
1510,13,26.9815,1,262.86,17.713,5.0,1983
1511,13,26.9815,1,282.95,16.907,5.0,1983
1524,13,26.9815,1,300.0,13.995,2.5,1979
1525,13,26.9815,1,400.0,12.445,2.5,1979
1526,13,26.9815,1,500.0,11.172,2.5,1979
1527,13,26.9815,1,600.0,10.142,2.5,1979
1528,13,26.9815,1,700.0,9.3132,2.5,1979
1529,13,26.9815,1,800.0,8.6323,2.5,1979
1530,13,26.9815,1,900.0,8.0634,2.5,1979
1531,13,26.9815,1,1000.0,7.5706,2.5,1979
1532,13,26.9815,1,1100.0,7.163,2.5,1979
1533,13,26.9815,1,1200.0,6.8001,2.5,1979
1534,13,26.9815,1,1300.0,6.4821,2.5,1979
1535,13,26.9815,1,1400.0,6.1999,2.5,1979
1536,13,26.9815,1,1500.0,5.94,2.5,1979
1537,13,26.9815,1,368.0,11.289,5.0,1953
1538,13,26.9815,1,387.0,11.199,5.0,1953
1539,13,26.9815,1,681.0,8.153,5.0,1953
1540,13,26.9815,1,695.0,8.2874,5.0,1953
1541,13,26.9815,1,1005.0,7.481,5.0,1953
1542,13,26.9815,1,1016.0,7.0331,5.0,1953
1543,13,26.9815,1,1020.0,6.7195,5.0,1953
1544,13,26.9815,1,1025.0,7.3466,5.0,1953
1545,13,26.9815,1,1270.0,6.0475,5.0,1953
1546,13,26.9815,1,1281.0,6.2267,5.0,1953
1547,13,26.9815,1,1986.0,4.4797,5.0,1953
1548,13,26.9815,1,1993.0,4.3901,5.0,1953
1549,13,26.9815,1,1993.0,4.4797,5.0,1953
1550,13,26.9815,1,1994.0,4.7036,5.0,1953
1551,13,26.9815,1,30.954,24.127,6.0,1980
1552,13,26.9815,1,44.207,25.251,6.0,1980
1553,13,26.9815,1,63.346,24.699,6.0,1980
1554,13,26.9815,1,84.521,25.32,6.0,1980
1555,13,26.9815,1,106.33,23.731,6.0,1980
1556,13,26.9815,1,29.436,23.456,5.0,1982
1557,13,26.9815,1,40.142,24.26,5.0,1982
1558,13,26.9815,1,50.26,24.815,5.0,1982
1559,13,26.9815,1,60.016,25.106,5.0,1982
1560,13,26.9815,1,70.35,24.952,5.0,1982
1561,13,26.9815,1,78.924,24.763,5.0,1982
1562,13,26.9815,1,89.662,24.373,5.0,1982
1563,13,26.9815,1,99.4,23.992,5.0,1982
1564,13,26.9815,1,108.43,23.754,5.0,1982
1565,13,26.9815,1,119.38,23.386,5.0,1982
1566,13,26.9815,1,130.04,22.897,5.0,1982
1567,13,26.9815,1,139.13,22.488,5.0,1982
1568,13,26.9815,1,149.04,22.268,5.0,1982
1569,13,26.9815,1,158.42,21.953,5.0,1982
1570,13,26.9815,1,178.39,21.05,5.0,1982
1571,13,26.9815,1,198.87,20.241,5.0,1982
1572,13,26.9815,1,218.42,19.266,5.0,1982
1573,13,26.9815,1,238.31,18.247,5.0,1982
1574,13,26.9815,1,258.83,17.328,5.0,1982
1575,13,26.9815,1,278.03,16.363,5.0,1982
1576,13,26.9815,1,297.41,15.195,5.0,1982
1577,13,26.9815,1,1.74,5.95,10.0,2002
1578,13,26.9815,1,2.82,7.16,10.0,2002
1579,13,26.9815,1,4.08,8.225,10.0,2002
1580,13,26.9815,1,4.12,8.37,10.0,2002
1581,13,26.9815,1,5.32,9.5,10.0,2002
1582,13,26.9815,1,6.32,10.18,10.0,2002
1583,13,26.9815,1,6.64,10.15,10.0,2002
1584,13,26.9815,1,7.35,10.7,10.0,2002
1585,13,26.9815,1,8.3,12.21,10.0,2002
1586,13,26.9815,1,9.34,12.59,10.0,2002
1587,13,26.9815,1,10.1,12.01,10.0,2002
1588,13,26.9815,1,10.38,12.81,10.0,2002
1589,13,26.9815,1,11.33,14.25,10.0,2002
1590,13,26.9815,1,13.45,14.17,10.0,2002
1591,13,26.9815,1,13.52,14.39,10.0,2002
1592,13,26.9815,1,16.5,15.9,10.0,2002
1593,13,26.9815,1,18.56,16.66,10.0,2002
1594,13,26.9815,1,18.59,16.21,10.0,2002
1595,13,26.9815,1,18.81,17.64,10.0,2002
1596,13,26.9815,1,18.81,15.79,10.0,2002
1597,13,26.9815,1,21.15,17.41,10.0,2002
1598,13,26.9815,1,22.27,17.71,10.0,2002
1599,13,26.9815,1,23.72,18.62,10.0,2002
1600,13,26.9815,1,24.9,18.64,10.0,2002
1601,13,26.9815,1,28.43,19.57,10.0,2002
1602,13,26.9815,1,28.99,18.69,10.0,2002
1603,13,26.9815,1,32.84,20.56,10.0,2002
1604,13,26.9815,1,34.18,19.9,10.0,2002
1605,13,26.9815,1,38.22,20.96,10.0,2002
1606,13,26.9815,1,39.38,21.26,10.0,2002
1607,13,26.9815,1,41.8,21.29,10.0,2002
1608,13,26.9815,1,44.62,21.86,10.0,2002
1609,13,26.9815,1,45.37,21.62,10.0,2002
1610,13,26.9815,1,3.9734,8.205,7.329176470588235,2004
1611,13,26.9815,1,6.6874,10.08,7.329176470588235,2004
1612,13,26.9815,1,10.142,11.95,7.329176470588235,2004
1613,13,26.9815,1,13.505,14.25,7.329176470588235,2004
1614,13,26.9815,1,18.456,15.69,7.329176470588235,2004
1615,13,26.9815,1,22.145,17.7,7.329176470588235,2004
1616,13,26.9815,1,25.224,18.64,7.329176470588235,2004
1617,13,26.9815,1,28.73,19.5,7.329176470588235,2004
1618,13,26.9815,1,32.723,20.51,7.329176470588235,2004
1619,13,26.9815,1,38.255,20.87,7.329176470588235,2004
1620,13,26.9815,1,41.362,21.23,7.329176470588235,2004
1621,13,26.9815,1,44.721,21.52,7.329176470588235,2004
1622,13,26.9815,1,12.468,10.643,8.6,1968
1623,13,26.9815,1,17.548,12.467,8.6,1968
1624,13,26.9815,1,21.29,13.657,8.6,1968
1625,13,26.9815,1,25.644,15.007,8.6,1968
1626,13,26.9815,1,30.446,16.882,8.6,1968
1627,13,26.9815,1,34.542,17.677,8.6,1968
1628,13,26.9815,1,10.0,12.44,2.0,1996
1629,13,26.9815,1,15.0,14.74,2.0,1996
1630,13,26.9815,1,20.0,16.39,2.0,1996
1631,13,26.9815,1,30.0,18.77,2.0,1996
1632,13,26.9815,1,40.0,20.4,2.0,1996
1633,13,26.9815,1,50.0,21.35,2.0,1996
1634,13,26.9815,1,60.0,21.8,2.0,1996
1635,13,26.9815,1,70.0,21.95,2.0,1996
1636,13,26.9815,1,80.0,21.85,2.0,1996
1637,13,26.9815,1,90.0,21.6,2.0,1996
1638,13,26.9815,1,100.0,21.3,2.0,1996
1639,13,26.9815,1,120.0,20.55,2.0,1996
1640,13,26.9815,1,140.0,19.7,2.0,1996
1641,13,26.9815,1,160.0,18.75,2.0,1996
1642,13,26.9815,1,180.0,17.81,2.0,1996
1643,13,26.9815,1,200.0,16.81,2.0,1996
1644,13,26.9815,1,210.0,16.35,2.0,1996
1645,13,26.9815,1,992.0,7.6602,4.1,1971
1646,13,26.9815,1,1591.5,5.7309,3.0,1961
1647,13,26.9815,1,1615.3,5.7052,3.0,1961
1648,13,26.9815,1,1994.0,4.9726,3.0,1961
1649,13,26.9815,1,2038.4,4.8491,3.0,1961
1650,13,26.9815,1,2059.2,4.8257,3.0,1961
1651,13,26.9815,1,2471.0,4.2616,3.0,1961
1652,13,26.9815,1,2492.9,4.3036,3.0,1961
1653,13,26.9815,1,2529.3,4.1702,3.0,1961
1654,13,26.9815,1,3018.8,3.6999,3.0,1961
1655,13,26.9815,1,3039.5,3.6721,3.0,1961
1656,13,26.9815,1,3051.5,3.6997,3.0,1961
1657,13,26.9815,1,3551.0,3.316,3.0,1961
1658,13,26.9815,1,3577.7,3.267,3.0,1961
1659,13,26.9815,1,4135.0,2.9728,3.0,1961
1660,13,26.9815,1,4151.8,2.9528,3.0,1961
1661,13,26.9815,1,4187.5,2.9359,3.0,1961
1662,13,26.9815,1,4194.4,2.8926,3.0,1961
1663,13,26.9815,1,4434.5,2.8378,3.0,1961
1664,13,26.9815,1,4519.7,2.7619,3.0,1961
1665,13,26.9815,1,12.074,13.006,4.6,1965
1666,13,26.9815,1,13.573,13.87,4.6,1965
1667,13,26.9815,1,15.581,14.596,4.6,1965
1668,13,26.9815,1,17.556,15.134,4.6,1965
1669,13,26.9815,1,19.643,15.952,4.6,1965
1670,13,26.9815,1,21.688,16.76,4.6,1965
1671,13,26.9815,1,25.418,17.599,4.6,1965
1672,13,26.9815,1,26.92,18.035,4.6,1965
1673,13,26.9815,1,29.679,18.524,4.6,1965
1674,13,26.9815,1,33.015,19.215,4.6,1965
1675,13,26.9815,1,38.004,19.842,4.6,1965
1676,13,26.9815,1,43.147,20.249,4.6,1965
1677,13,26.9815,1,54.085,20.927,4.6,1965
1678,13,26.9815,1,60.372,21.235,4.6,1965
1679,13,26.9815,1,1.5009,4.927,10.0,2011
1680,13,26.9815,1,2.5015,6.12,10.0,2011
1681,13,26.9815,1,3.0017,7.334,10.0,2011
1682,13,26.9815,1,4.0024,8.027,10.0,2011
1683,13,26.9815,1,4.9952,9.537,10.0,2011
1684,13,26.9815,1,12.39,12.89,4.0,1985
1685,13,26.9815,1,16.099,14.847,4.0,1985
1686,13,26.9815,1,25.407,17.747,4.0,1985
1687,13,26.9815,1,37.548,19.423,4.0,1985
1688,13,26.9815,1,50.119,21.217,4.0,1985
1689,13,26.9815,1,65.965,21.301,4.0,1985
1690,13,26.9815,1,76.219,20.04,4.0,1985
1691,13,26.9815,1,94.212,19.727,4.0,1985
1692,13,26.9815,1,116.31,18.064,4.0,1985
1693,13,26.9815,1,139.35,17.743,4.0,1985
1694,13,26.9815,1,168.98,16.956,4.0,1985
1695,13,26.9815,1,192.76,15.363,4.0,1985
1696,13,26.9815,1,208.71,15.806,4.0,1985
1697,13,26.9815,1,221.09,15.138,4.0,1985
1698,13,26.9815,1,240.72,14.859,4.0,1985
1699,13,26.9815,1,275.51,14.597,4.0,1985
1700,13,26.9815,1,290.02,13.853,4.0,1985
1701,13,26.9815,1,20.3,17.2,3.0,1986
1702,13,26.9815,1,20.4,17.13,3.0,1986
1703,13,26.9815,1,27.22,19.58,3.0,1986
1704,13,26.9815,1,28.7,19.33,3.0,1986
1705,13,26.9815,1,28.8,19.25,3.0,1986
1706,13,26.9815,1,30.78,20.36,3.0,1986
1707,13,26.9815,1,37.8,20.67,3.0,1986
1708,13,26.9815,1,37.8,20.52,3.0,1986
1709,13,26.9815,1,39.88,22.45,3.0,1986
1710,13,26.9815,1,46.9,21.56,3.0,1986
1711,13,26.9815,1,46.9,21.4,3.0,1986
1712,13,26.9815,1,48.3,21.99,3.0,1986
1713,13,26.9815,1,48.49,22.95,3.0,1986
1714,13,26.9815,1,54.39,22.93,3.0,1986
1715,13,26.9815,1,56.3,21.59,3.0,1986
1716,13,26.9815,1,56.7,21.55,3.0,1986
1717,13,26.9815,1,60.0,21.88,3.0,1986
1718,13,26.9815,1,63.25,22.83,3.0,1986
1719,13,26.9815,1,65.7,21.67,3.0,1986
1720,13,26.9815,1,65.8,21.63,3.0,1986
1721,13,26.9815,1,67.5,21.78,3.0,1986
1722,13,26.9815,1,67.9,22.41,3.0,1986
1723,13,26.9815,1,70.9,22.4,3.0,1986
1724,13,26.9815,1,73.26,22.81,3.0,1986
1725,13,26.9815,1,75.0,21.48,3.0,1986
1726,13,26.9815,1,75.9,21.15,3.0,1986
1727,13,26.9815,1,75.9,20.9,3.0,1986
1728,13,26.9815,1,85.57,21.96,3.0,1986
1729,13,26.9815,1,88.3,21.56,3.0,1986
1730,13,26.9815,1,90.0,20.59,3.0,1986
1731,13,26.9815,1,90.0,20.56,3.0,1986
1732,13,26.9815,1,90.0,20.45,3.0,1986
1733,13,26.9815,1,97.3,20.25,3.0,1986
1734,13,26.9815,1,97.83,21.33,3.0,1986
1735,13,26.9815,1,105.1,19.54,3.0,1986
1736,13,26.9815,1,105.2,19.46,3.0,1986
1737,13,26.9815,1,114.6,19.84,3.0,1986
1738,13,26.9815,1,115.0,19.39,3.0,1986
1739,13,26.9815,1,117.24,19.98,3.0,1986
1740,13,26.9815,1,119.1,18.9,3.0,1986
1741,13,26.9815,1,120.0,18.59,3.0,1986
1742,13,26.9815,1,126.7,18.86,3.0,1986
1743,13,26.9815,1,134.1,18.11,3.0,1986
1744,13,26.9815,1,134.1,18.03,3.0,1986
1745,13,26.9815,1,138.91,18.68,3.0,1986
1746,13,26.9815,1,160.68,17.93,3.0,1986
1747,13,26.9815,1,163.6,17.6,3.0,1986
1748,13,26.9815,1,175.6,17.05,3.0,1986
1749,13,26.9815,1,182.3,16.44,3.0,1986
1750,13,26.9815,1,182.3,16.29,3.0,1986
1751,13,26.9815,1,204.21,16.38,3.0,1986
1752,13,26.9815,1,213.2,16.31,3.0,1986
1753,13,26.9815,1,257.8,14.82,3.0,1986
1754,13,26.9815,1,257.9,14.57,3.0,1986
1755,13,26.9815,1,258.0,14.63,3.0,1986
1756,13,26.9815,1,259.2,15.12,3.0,1986
1757,13,26.9815,1,275.0,13.7,3.0,1986
1758,13,26.9815,1,289.2,14.09,3.0,1986
1759,13,26.9815,1,294.7,13.61,3.0,1986
1760,13,26.9815,1,294.7,14.08,3.0,1986
1761,13,26.9815,1,304.2,14.29,3.0,1986
1762,13,26.9815,1,325.4,13.63,3.0,1986
1763,13,26.9815,1,325.4,13.52,3.0,1986
1764,13,26.9815,1,351.0,13.59,3.0,1986
1765,13,26.9815,1,401.1,12.79,3.0,1986
1766,13,26.9815,1,494.8,11.71,3.0,1986
1767,13,26.9815,1,496.5,11.57,3.0,1986
1768,13,26.9815,1,59.5,22.9,3.0,1986
1769,13,26.9815,1,61.3,22.52,3.0,1986
1770,13,26.9815,1,78.8,21.83,3.0,1986
1771,13,26.9815,1,82.1,21.31,3.0,1986
1772,13,26.9815,1,147.1,18.05,3.0,1986
1773,13,26.9815,1,173.8,17.12,3.0,1986
1774,13,26.9815,1,211.6,16.17,3.0,1986
1775,13,26.9815,1,228.2,15.57,3.0,1986
1776,13,26.9815,1,269.1,14.75,3.0,1986
1777,13,26.9815,1,287.8,14.68,3.0,1986
1778,13,26.9815,1,352.8,13.43,3.0,1986
1779,13,26.9815,1,359.9,13.23,3.0,1986
1780,13,26.9815,1,454.9,12.01,3.0,1986
1781,13,26.9815,1,497.2,11.55,3.0,1986
1782,13,26.9815,1,37.034,21.741,3.0,1988
1783,13,26.9815,1,52.094,21.875,3.0,1988
1784,13,26.9815,1,60.487,21.753,3.0,1988
1785,13,26.9815,1,63.258,21.802,3.0,1988
1786,13,26.9815,1,79.699,20.738,3.0,1988
1787,13,26.9815,1,80.437,20.909,3.0,1988
1788,13,26.9815,1,89.987,20.503,3.0,1988
1789,13,26.9815,1,105.67,19.366,3.0,1988
1790,13,26.9815,1,111.22,19.25,3.0,1988
1791,13,26.9815,1,140.12,17.864,3.0,1988
1792,13,26.9815,1,151.53,17.451,3.0,1988
1793,13,26.9815,1,191.6,16.096,3.0,1988
1794,13,26.9815,1,195.12,16.099,3.0,1988
1795,13,26.9815,1,240.79,14.951,3.0,1988
1796,13,26.9815,1,241.03,14.885,3.0,1988
1797,13,26.9815,1,284.34,14.03,3.0,1988
1798,13,26.9815,1,293.01,13.861,3.0,1988
1799,13,26.9815,1,342.75,13.038,3.0,1988
1800,13,26.9815,1,12.166,12.949,4.0,1984
1801,13,26.9815,1,15.852,14.605,4.0,1984
1802,13,26.9815,1,24.932,17.734,4.0,1984
1803,13,26.9815,1,35.775,19.471,4.0,1984
1804,13,26.9815,1,48.51,21.305,4.0,1984
1805,13,26.9815,1,65.367,21.252,4.0,1984
1806,13,26.9815,1,75.519,20.09,4.0,1984
1807,13,26.9815,1,91.644,19.665,4.0,1984
1808,13,26.9815,1,112.51,17.772,4.0,1984
1809,13,26.9815,1,138.14,17.698,4.0,1984
1810,13,26.9815,1,162.18,17.047,4.0,1984
1811,13,26.9815,1,188.59,15.271,4.0,1984
1812,13,26.9815,1,202.68,15.77,4.0,1984
1813,13,26.9815,1,217.45,15.166,4.0,1984
1814,13,26.9815,1,232.63,14.765,4.0,1984
1815,13,26.9815,1,246.34,15.008,4.0,1984
1816,13,26.9815,1,263.98,14.436,4.0,1984
1817,13,26.9815,1,287.01,13.669,4.0,1984
1818,13,26.9815,1,80.0,20.5,3.0,1984
1819,13,26.9815,1,100.0,19.8,3.0,1984
1820,13,26.9815,1,200.0,15.7,3.0,1984
1821,13,26.9815,1,300.0,14.4,3.0,1984
1822,13,26.9815,1,400.0,11.9,3.0,1984
1823,13,26.9815,1,55000.0,0.3998,0.7,1991
1824,13,26.9815,1,65000.0,0.3497,0.7,1991
1825,13,26.9815,1,73000.0,0.3205,0.7,1991
1826,13,26.9815,1,300.0,14.29,0.35,1999
1827,13,26.9815,1,400.0,12.61,0.35,1999
1828,13,26.9815,1,500.0,11.33,0.35,1999
1829,13,26.9815,1,600.0,10.33,0.35,1999
1830,13,26.9815,1,700.0,9.489,0.35,1999
1831,13,26.9815,1,800.0,8.789,0.35,1999
